overflow 1ms,,,,
,over 400us,over 500us,over 1ms,over 2.5ms
627,0.865909,0.001665,0.000638,0.000264
628,0.872692,0.006797,0.002663,0.001401
629,0.87444,0.013358,0.006936,0.002969
630,0.862094,0.002261,0.000902,0.000444
631,0.888519,0.002386,0.000596,0.000347
632,0.907718,0.003787,0.000388,0.000277
633,0.895871,0.004134,0.00043,0.00025
634,0.868225,0.001373,0.000375,0.00025
635,0.885426,0.001692,0.000388,0.000291
636,0.90719,0.005923,0.000264,0.000153
637,0.897522,0.004689,0.000486,0.000277
638,0.918884,0.006312,0.00043,0.00025
639,0.902668,0.004744,0.00061,0.000402
640,0.92883,0.008157,0.000291,0.000194
641,0.886633,0.003926,0.000971,0.000569
642,0.916027,0.006381,0.000305,0.00018
643,0.888214,0.003745,0.000402,0.000264
644,0.890475,0.003829,0.000402,0.000291
645,0.883623,0.002455,0.000361,0.000208
646,0.911907,0.005091,0.000361,0.00025
647,0.878032,0.001595,0.000361,0.000222
648,0.880599,0.002552,0.000541,0.000333
649,0.926181,0.008378,0.000458,0.000347
650,0.907218,0.005188,0.000402,0.000319
651,0.898243,0.004467,0.000472,0.000347
652,0.864757,0.001942,0.000666,0.000347
653,0.887077,0.001998,0.000458,0.000208
654,0.911116,0.003912,0.000444,0.000264
655,0.933269,0.008642,0.000333,0.00025
656,0.895469,0.004217,0.000596,0.00043
657,0.882235,0.002511,0.000347,0.000236
658,0.892043,0.004633,0.000707,0.000416
659,0.878948,0.003121,0.00086,0.00043
660,0.886119,0.002525,0.000416,0.000305
661,0.890295,0.003024,0.000513,0.000264
662,0.911837,0.006728,0.000347,0.00025
663,0.927401,0.007935,0.000472,0.000264
664,0.907926,0.005368,0.000388,0.000264
665,0.882485,0.003385,0.000624,0.000319
666,0.8906,0.003343,0.000652,0.000388
667,0.895441,0.00455,0.000402,0.000277
668,0.90099,0.004536,0.000472,0.000236
669,0.919092,0.007824,0.000791,0.000375
670,0.886841,0.002178,0.000319,0.000153
671,0.8796,0.003856,0.000818,0.00043
672,0.870472,0.002414,0.00068,0.000264
673,0.87161,0.001734,0.000388,0.00018
674,0.877228,0.001706,0.000402,0.00025
675,0.871735,0.001373,0.000361,0.000208
676,0.9088,0.003232,0.000458,0.000236
677,0.889504,0.001706,0.000472,0.00025
678,0.881694,0.002233,0.000513,0.000291
679,0.871859,0.001776,0.000499,0.000291
680,0.886508,0.002788,0.000375,0.000139
681,0.903723,0.005687,0.000444,0.000305
682,0.911144,0.005119,0.000402,0.000291
683,0.878781,0.00276,0.000499,0.000375
684,0.881015,0.002497,0.000444,0.000222
685,0.894595,0.003898,0.000458,0.000319
686,0.883858,0.001998,0.00043,0.000236
687,0.874065,0.00147,0.000402,0.000208
688,0.867226,0.00172,0.00043,0.000236
689,0.878018,0.001706,0.000513,0.000361
690,0.879475,0.00129,0.000416,0.000277
691,0.899464,0.00387,0.000472,0.000347
692,0.906497,0.005216,0.000458,0.000319
693,0.874814,0.002039,0.000527,0.00025
694,0.891155,0.004051,0.000777,0.000458
695,0.889962,0.004231,0.000458,0.000333
696,0.871554,0.001942,0.000486,0.000305
697,0.880349,0.002705,0.000805,0.000416
698,0.909341,0.005882,0.000527,0.00043
699,0.918732,0.007532,0.000347,0.000194
700,0.905165,0.007019,0.000319,0.00018
701,0.879766,0.003981,0.00129,0.000458
702,0.888824,0.001803,0.000402,0.00025
703,0.890794,0.002885,0.000416,0.000222
704,0.913974,0.005882,0.00043,0.000264
705,0.910964,0.006339,0.000805,0.000444
706,0.887243,0.002358,0.000402,0.000264
707,0.930592,0.010307,0.001706,0.000749
708,0.879863,0.002455,0.00043,0.000166
709,0.922602,0.005604,0.000416,0.000277
710,0.891488,0.004342,0.000375,0.000194
711,0.891793,0.003829,0.000458,0.000291
712,0.901101,0.00455,0.000596,0.00018
713,0.882749,0.005022,0.000652,0.000291
714,0.880377,0.002594,0.000707,0.000416
715,0.865936,0.002178,0.000666,0.000291
716,0.886785,0.00301,0.000818,0.000541
717,0.909909,0.003676,0.000416,0.000194
718,0.889809,0.002996,0.000763,0.000402
719,0.876007,0.001817,0.00068,0.000375
720,0.872844,0.001817,0.000527,0.000194
721,0.870445,0.002122,0.000721,0.000333
722,0.904153,0.006131,0.000458,0.000291
723,0.907981,0.007643,0.000985,0.000388
724,0.8858,0.002858,0.000707,0.00043
725,0.922338,0.008753,0.000555,0.000319
726,0.8949,0.004938,0.000638,0.000291
727,0.880876,0.001678,0.000402,0.000125
728,0.871679,0.002372,0.000971,0.000402
729,0.874259,0.002594,0.000888,0.000305
730,0.883983,0.002039,0.000458,0.00025
731,0.890239,0.003731,0.00111,0.000527
732,0.889185,0.002247,0.000638,0.00025
733,0.87401,0.001706,0.000624,0.000319
734,0.887229,0.002885,0.000416,0.000305
735,0.88236,0.002178,0.000541,0.000305
736,0.879475,0.001651,0.00043,0.000264
737,0.898327,0.002025,0.000388,0.000291
738,0.906885,0.002566,0.000416,0.000291
739,0.904943,0.003718,0.000277,0.000166
740,0.8662,0.002358,0.000805,0.000333
741,0.877894,0.002344,0.000569,0.000305
742,0.87007,0.001359,0.000347,0.000139
743,0.892847,0.003426,0.000499,0.000319
744,0.888589,0.004994,0.000541,0.000375
745,0.874953,0.00215,0.000388,0.000264
746,0.917025,0.006631,0.000388,0.000264
747,0.911505,0.005687,0.000444,0.000264
748,0.866796,0.00154,0.000305,0.000111
749,0.869446,0.001304,0.000333,0.000153
750,0.877394,0.002233,0.000361,0.000277
751,0.898743,0.004744,0.000583,0.000402
752,0.893846,0.005202,0.000416,0.00018
753,0.902211,0.005077,0.000444,0.000291
754,0.869668,0.001776,0.000527,0.000236
755,0.891516,0.003343,0.000402,0.00025
756,0.887742,0.0024,0.000486,0.00025
757,0.896717,0.002885,0.000361,0.000236
758,0.870001,0.001567,0.000277,0.000139
759,0.894429,0.002622,0.000236,0.000125
760,0.875688,0.001387,0.000291,0.000194
761,0.902835,0.003926,0.000402,0.00025
762,0.894054,0.004924,0.000777,0.000416
763,0.880155,0.001748,0.000416,0.000305
764,0.883775,0.002372,0.000333,0.000222
765,0.895039,0.003745,0.000513,0.000361
766,0.885703,0.002497,0.000555,0.000402
767,0.870972,0.001665,0.000541,0.000319
768,0.886938,0.002649,0.000305,0.00018
769,0.903806,0.006006,0.000444,0.000277
770,0.887812,0.003829,0.000416,0.000305
771,0.884066,0.003301,0.000305,0.000222
772,0.875147,0.001651,0.000499,0.000333
773,0.873455,0.002067,0.000402,0.000277
774,0.88949,0.003149,0.000277,0.000166
775,0.895857,0.00455,0.000694,0.000361
776,0.863745,0.001567,0.000402,0.000208
777,0.867795,0.002122,0.000624,0.000416
778,0.873385,0.002552,0.000527,0.000388
779,0.867615,0.001457,0.00025,0.000111
780,0.871124,0.002095,0.000624,0.000333
781,0.873829,0.001512,0.000444,0.000236
782,0.884913,0.002039,0.000458,0.000291
783,0.873552,0.001803,0.000499,0.000361
784,0.87161,0.002081,0.000596,0.000416
785,0.859,0.002317,0.000818,0.000319
786,0.871624,0.002164,0.000402,0.000208
787,0.909882,0.006797,0.000541,0.000305
788,0.906871,0.005271,0.000347,0.00025
789,0.892764,0.004605,0.000499,0.000277
790,0.86079,0.001457,0.000291,0.000069
791,0.863231,0.001762,0.000527,0.00025
792,0.87917,0.002233,0.000319,0.000194
793,0.897619,0.004425,0.000555,0.000375
794,0.86921,0.002219,0.000569,0.000402
795,0.894886,0.004383,0.000486,0.000222
796,0.887937,0.005784,0.000236,0.000139
797,0.875549,0.004175,0.000444,0.000194
798,0.868017,0.00147,0.000333,0.000166
799,0.874981,0.001623,0.000361,0.000222
800,0.89533,0.00326,0.000305,0.000153
801,0.887493,0.003343,0.000347,0.000236
802,0.88537,0.003426,0.000236,0.000097
803,0.867088,0.001789,0.000541,0.000305
804,0.875078,0.002358,0.000402,0.00018
805,0.88175,0.003093,0.000416,0.000222
806,0.901794,0.004689,0.000333,0.000222
807,0.885343,0.004481,0.000291,0.000125
808,0.872234,0.002164,0.000347,0.00025
809,0.872914,0.002774,0.000499,0.000264
810,0.875938,0.00172,0.000222,0.000069
811,0.87326,0.004383,0.000458,0.000264
812,0.862524,0.001831,0.000402,0.000166
813,0.901226,0.005452,0.000472,0.000347
814,0.910145,0.006561,0.000361,0.00025
815,0.890364,0.004231,0.000333,0.000194
816,0.862885,0.001678,0.000569,0.000291
817,0.876229,0.002455,0.000347,0.00025
818,0.881833,0.003135,0.000541,0.000319
819,0.862441,0.004813,0.000791,0.000499
820,0.883179,0.00319,0.000569,0.000236
821,0.862829,0.001734,0.000583,0.000319
822,0.868891,0.001498,0.000291,0.000194
823,0.90185,0.003301,0.000416,0.000277
824,0.897883,0.004134,0.00061,0.000319
825,0.87444,0.002469,0.000652,0.000333
826,0.867851,0.001789,0.000583,0.000361
827,0.877228,0.001748,0.000541,0.000291
828,0.860193,0.001526,0.000444,0.000305
829,0.86527,0.001304,0.000416,0.000194
830,0.860429,0.001859,0.000583,0.000319
831,0.888297,0.003662,0.000444,0.000319
832,0.884205,0.003995,0.000569,0.000388
833,0.866644,0.002081,0.000375,0.000153
834,0.863453,0.002275,0.000721,0.000305
835,0.868863,0.001762,0.000486,0.000236
836,0.892195,0.005868,0.000347,0.000208
837,0.90253,0.005465,0.000458,0.000375
838,0.883109,0.009363,0.001137,0.000486
839,0.868669,0.002497,0.000458,0.000208
840,0.864951,0.001692,0.000361,0.000236
841,0.879142,0.002372,0.000499,0.000305
842,0.88648,0.003301,0.000444,0.000333
843,0.874786,0.002788,0.000305,0.00018
844,0.872706,0.002552,0.000347,0.00025
845,0.884386,0.003829,0.000513,0.000333
846,0.870972,0.001762,0.000333,0.000208
847,0.864729,0.002011,0.000666,0.000333
848,0.863647,0.002247,0.000472,0.00025
849,0.905998,0.005951,0.000291,0.000125
850,0.911657,0.006214,0.000333,0.000208
851,0.884427,0.003607,0.000444,0.000264
852,0.8614,0.002622,0.000707,0.000319
853,0.858612,0.001373,0.000458,0.000222
854,0.870209,0.004259,0.000943,0.000416
855,0.880071,0.00351,0.000513,0.000375
856,0.891779,0.006645,0.000555,0.000416
857,0.872636,0.002372,0.00043,0.000305
858,0.891086,0.004342,0.000499,0.000361
859,0.870653,0.002025,0.000527,0.00025
860,0.871721,0.0024,0.000583,0.000264
861,0.865243,0.002247,0.000555,0.000236
862,0.863356,0.001734,0.000513,0.000319
863,0.902016,0.003953,0.000486,0.000305
864,0.902654,0.004911,0.000416,0.000264
865,0.875466,0.003607,0.000486,0.000222
866,0.872359,0.001859,0.000513,0.000291
867,0.876298,0.005008,0.000805,0.000333
868,0.872498,0.004189,0.000902,0.000361
869,0.87652,0.00283,0.000347,0.000194
870,0.866616,0.002552,0.000624,0.000333
871,0.857308,0.001637,0.000527,0.000236
872,0.860998,0.001595,0.000402,0.00025
873,0.885634,0.002039,0.000375,0.00025
874,0.885592,0.002025,0.000444,0.000291
875,0.86036,0.002219,0.000832,0.000305
876,0.883969,0.004439,0.000444,0.000236
877,0.87566,0.002344,0.000583,0.000444
878,0.869196,0.001776,0.000472,0.000236
879,0.870236,0.003995,0.001096,0.000624
880,0.866075,0.003052,0.000361,0.000208
881,0.882485,0.007033,0.001179,0.000569
882,0.887035,0.003343,0.000486,0.000291
883,0.881306,0.006117,0.000596,0.000194
884,0.859361,0.001748,0.000596,0.000236
885,0.871069,0.002691,0.000541,0.000347
886,0.867004,0.001942,0.000513,0.000347
887,0.870611,0.002289,0.000361,0.000166
888,0.849013,0.001581,0.000583,0.000305
889,0.867837,0.00344,0.000777,0.000347
890,0.86602,0.001581,0.000486,0.000222
891,0.879392,0.003912,0.000416,0.000277
892,0.888117,0.006534,0.00061,0.000388
893,0.865617,0.002511,0.000472,0.000291
894,0.886536,0.004023,0.000388,0.000291
895,0.881764,0.005507,0.000707,0.000347
896,0.857308,0.00172,0.000652,0.000416
897,0.860582,0.001776,0.000513,0.000388
898,0.878018,0.002913,0.000402,0.00025
899,0.893804,0.005715,0.000305,0.000153
900,0.895733,0.006686,0.000624,0.000499
901,0.877505,0.004772,0.000624,0.000361
902,0.85932,0.004467,0.001304,0.000472
903,0.855685,0.002483,0.00043,0.00025
904,0.880363,0.00541,0.000458,0.000333
905,0.885814,0.005479,0.000305,0.00018
906,0.856212,0.001803,0.000402,0.000277
907,0.883956,0.006728,0.000846,0.000388
908,0.87204,0.004411,0.000707,0.000472
909,0.867642,0.001706,0.000486,0.00025
910,0.863717,0.002594,0.000388,0.000194
911,0.863953,0.001706,0.00043,0.000277
912,0.877269,0.004855,0.000694,0.000444
913,0.875965,0.002844,0.000499,0.000347
914,0.861151,0.002691,0.000458,0.000291
915,0.857405,0.001817,0.00061,0.000291
916,0.858612,0.005535,0.004037,0.003537
917,0.866325,0.00197,0.000361,0.000208
918,0.878448,0.001984,0.000388,0.000264
919,0.870098,0.001984,0.000486,0.000333
920,0.858529,0.00197,0.00061,0.000333
921,0.848583,0.001623,0.000305,0.000139
922,0.866103,0.00283,0.000486,0.000333
923,0.853549,0.002372,0.000763,0.000277
924,0.854201,0.005757,0.001262,0.000458
925,0.882735,0.003648,0.000583,0.00043
926,0.874079,0.003454,0.000416,0.000277
927,0.860984,0.003995,0.000596,0.000361
928,0.855394,0.007366,0.004494,0.00387
929,0.842785,0.002122,0.000971,0.00043
930,0.851427,0.001831,0.000375,0.000222
931,0.868059,0.002233,0.000375,0.000208
932,0.864688,0.0024,0.000458,0.000333
933,0.852134,0.002108,0.000638,0.000347
934,0.854673,0.003038,0.000763,0.00043
935,0.890364,0.004605,0.000513,0.000277
936,0.895219,0.005673,0.000583,0.000361
937,0.871846,0.007768,0.000874,0.000416
938,0.874134,0.004494,0.00086,0.000305
939,0.868128,0.002719,0.000444,0.000264
940,0.865451,0.002552,0.00043,0.000305
941,0.878657,0.004272,0.000361,0.00025
942,0.860984,0.002108,0.000527,0.000319
943,0.890572,0.004938,0.000361,0.000222
944,0.850955,0.001942,0.000832,0.000305
945,0.865173,0.002386,0.000624,0.000291
946,0.850539,0.001942,0.000707,0.000347
947,0.865881,0.002622,0.00068,0.000277
948,0.885287,0.004522,0.000569,0.000277
949,0.88071,0.005549,0.000444,0.000333
950,0.886092,0.006464,0.00043,0.000208
951,0.863606,0.008642,0.002053,0.000846
952,0.866935,0.002261,0.000569,0.000319
953,0.855227,0.002053,0.000832,0.00043
954,0.886813,0.007463,0.000347,0.000097
955,0.858529,0.002996,0.000194,0.000083
956,0.863772,0.003607,0.000832,0.00043
957,0.868142,0.002719,0.000319,0.000222
958,0.854534,0.0019,0.000791,0.000277
959,0.850997,0.003953,0.001151,0.000472
960,0.853549,0.004453,0.000985,0.000416
961,0.867629,0.002275,0.000375,0.000153
962,0.87197,0.002733,0.000291,0.000208
963,0.879017,0.002108,0.000458,0.00025
964,0.844865,0.003149,0.000596,0.000222
965,0.845323,0.001914,0.000638,0.00025
966,0.868017,0.003759,0.000694,0.000347
967,0.874662,0.004231,0.000388,0.000208
968,0.872026,0.003856,0.000444,0.000153
969,0.851288,0.003704,0.000569,0.000333
970,0.856129,0.002233,0.000569,0.000291
971,0.861567,0.003912,0.000666,0.000375
972,0.860082,0.003898,0.000805,0.000347
973,0.845226,0.003787,0.000929,0.000375
974,0.84345,0.001776,0.000777,0.000264
975,0.85273,0.001984,0.000361,0.000264
976,0.857488,0.001789,0.000472,0.000305
977,0.851607,0.00369,0.000957,0.000333
978,0.846336,0.002192,0.000652,0.000375
979,0.860096,0.00326,0.000402,0.000277
980,0.857572,0.003038,0.000541,0.000402
981,0.890642,0.005133,0.000305,0.000208
982,0.85925,0.002969,0.000388,0.00025
983,0.846571,0.002081,0.00061,0.000291
984,0.872276,0.00326,0.000361,0.000264
985,0.87849,0.003898,0.000388,0.000236
986,0.868433,0.003593,0.000458,0.000291
987,0.841827,0.002358,0.00043,0.000208
988,0.877131,0.004744,0.000527,0.000402
989,0.863065,0.003093,0.000402,0.000264
990,0.868336,0.002719,0.000444,0.000333
991,0.863495,0.003121,0.000638,0.000333
992,0.860734,0.002566,0.000291,0.000208
993,0.867892,0.003066,0.000361,0.000222
994,0.865423,0.009946,0.00437,0.003745
995,0.851621,0.002428,0.00025,0.000083
996,0.858751,0.00276,0.000555,0.000388
997,0.877713,0.006145,0.000388,0.000208
998,0.889809,0.006159,0.00043,0.000333
999,0.880973,0.005923,0.000388,0.000236
1000,0.856254,0.005507,0.000999,0.000486
1001,0.835252,0.002108,0.000513,0.000264
1002,0.851038,0.002344,0.000527,0.000375
1003,0.853424,0.003038,0.000694,0.000472
1004,0.858987,0.002525,0.000458,0.000277
1005,0.859472,0.002428,0.000416,0.00025
1006,0.880169,0.005951,0.000416,0.000166
1007,0.856947,0.008143,0.001373,0.000763
1008,0.853355,0.002816,0.000375,0.000208
1009,0.858959,0.006506,0.004037,0.003565
1010,0.858029,0.005216,0.00111,0.000513
1011,0.874162,0.004772,0.000486,0.000277
1012,0.871929,0.004383,0.000624,0.00043
1013,0.848416,0.00308,0.000402,0.000208
1014,0.843034,0.003177,0.000624,0.000347
1015,0.842077,0.003967,0.000846,0.000388
1016,0.866658,0.004786,0.000555,0.000375
1017,0.871207,0.003676,0.000472,0.000291
1018,0.838096,0.004023,0.000902,0.000499
1019,0.847307,0.002511,0.000499,0.000277
1020,0.830175,0.001873,0.000388,0.000264
1021,0.842563,0.002483,0.000499,0.000305
1022,0.847376,0.00437,0.00086,0.000402
1023,0.843228,0.002816,0.000472,0.000305
1024,0.874842,0.004952,0.000375,0.000264
1025,0.86466,0.004786,0.000444,0.000291
1026,0.85907,0.003121,0.000402,0.000277
1027,0.846058,0.002414,0.000458,0.000291
1028,0.839233,0.002636,0.00043,0.00018
1029,0.849693,0.004938,0.000721,0.000416
1030,0.871957,0.00455,0.00043,0.000291
1031,0.860665,0.004716,0.000347,0.000236
1032,0.842743,0.005438,0.001221,0.000555
1033,0.870764,0.004397,0.000707,0.000402
1034,0.886674,0.010182,0.003829,0.003482
1035,0.862011,0.005465,0.00043,0.00025
1036,0.834351,0.002899,0.000638,0.000416
1037,0.856559,0.00695,0.000694,0.000291
1038,0.850872,0.003815,0.000527,0.000208
1039,0.852564,0.004855,0.000458,0.000236
1040,0.862274,0.005022,0.000555,0.000291
1041,0.84499,0.003204,0.000458,0.000208
1042,0.85434,0.007227,0.000527,0.000222
1043,0.852925,0.004522,0.000541,0.000333
1044,0.860388,0.006908,0.000902,0.00043
1045,0.842216,0.003357,0.000624,0.000264
1046,0.868683,0.007657,0.000929,0.000444
1047,0.862496,0.004051,0.000541,0.000264
1048,0.869917,0.003995,0.000569,0.000361
1049,0.887493,0.006187,0.000402,0.00018
1050,0.852772,0.0048,0.000583,0.000305
1051,0.866866,0.004342,0.000569,0.000291
1052,0.846391,0.003967,0.000666,0.000291
1053,0.877533,0.013899,0.007435,0.006742
1054,0.876784,0.007935,0.00068,0.000402
1055,0.866658,0.006117,0.000624,0.000277
1056,0.909507,0.012568,0.000527,0.000291
1057,0.886938,0.008961,0.000777,0.000444
1058,0.861206,0.005008,0.000777,0.000347
1059,0.845379,0.005493,0.001179,0.000569
1060,0.865992,0.007824,0.000791,0.000361
1061,0.921145,0.016438,0.00369,0.003288
1062,0.909188,0.014357,0.000472,0.000264
1063,0.867046,0.009585,0.000818,0.000375
1064,0.847612,0.005119,0.000707,0.000388
1065,0.87978,0.010223,0.000416,0.000208
1066,0.876881,0.008573,0.000541,0.000264
1067,0.87591,0.012346,0.000846,0.000569
1068,0.857308,0.005424,0.000791,0.000402
1069,0.898992,0.012817,0.000527,0.000319
1070,0.855768,0.007241,0.001248,0.000638
1071,0.859736,0.007518,0.000569,0.000264
1072,0.861456,0.00903,0.000999,0.000402
1073,0.839497,0.008545,0.0043,0.003676
1074,0.863231,0.008503,0.000694,0.000319
1075,0.869737,0.009239,0.000777,0.000375
1076,0.841633,0.007005,0.000929,0.000291
1077,0.836723,0.008614,0.004064,0.003454
1078,0.840718,0.00627,0.000957,0.000444
1079,0.864854,0.008906,0.004023,0.003565
1080,0.846266,0.006228,0.000721,0.000402
1081,0.842063,0.006048,0.000763,0.000319
1082,0.841494,0.009877,0.003953,0.00344
1083,0.850844,0.00713,0.000929,0.000402
1084,0.8772,0.013996,0.004148,0.003579
1085,0.903681,0.018907,0.004231,0.003523
1086,0.837777,0.008684,0.004051,0.003523
1087,0.842285,0.00627,0.000832,0.000319
1088,0.834739,0.006353,0.000763,0.000388
1089,0.830564,0.005965,0.000791,0.000361
1090,0.828677,0.009516,0.004037,0.003468
1091,0.843201,0.010751,0.004342,0.003662
1092,0.867004,0.01014,0.001137,0.000499
1093,0.850456,0.008739,0.000929,0.000361
1094,0.846738,0.013428,0.00455,0.003704
1095,0.837735,0.012748,0.004869,0.003787
1096,0.851205,0.008684,0.000666,0.000264
1097,0.87806,0.016299,0.00412,0.003523
1098,0.914903,0.025441,0.010834,0.009863
1099,0.865728,0.015578,0.004356,0.003468
1100,0.901156,0.027424,0.01451,0.013289
1101,0.848361,0.01229,0.004425,0.003593
1102,0.885246,0.023665,0.011236,0.010057
1103,0.880391,0.022389,0.007685,0.006714
1104,0.862774,0.011139,0.001027,0.000277
1105,0.889144,0.020045,0.004286,0.003662
1106,0.871651,0.023915,0.011402,0.010015
1107,0.866491,0.024983,0.015009,0.013386
1108,0.85212,0.017797,0.011097,0.010043
1109,0.868114,0.022139,0.011292,0.010085
1110,0.877699,0.014205,0.000791,0.000277
1111,0.890961,0.023929,0.007851,0.006853
1112,0.868627,0.015675,0.004592,0.003648
1113,0.842063,0.011416,0.004356,0.003399
1114,0.860277,0.016369,0.004924,0.00387
1115,0.848791,0.013899,0.004383,0.003537
1116,0.852189,0.014232,0.004411,0.003551
1117,0.844851,0.018976,0.011125,0.009932
1118,0.852758,0.012817,0.004841,0.003648
1119,0.835141,0.013899,0.005063,0.003801
1120,0.843201,0.010598,0.001443,0.000458
1121,0.848971,0.009447,0.001096,0.000305
1122,0.860845,0.015162,0.004578,0.003593
1123,0.885301,0.01863,0.000971,0.000194
1124,0.933117,0.024858,0.005077,0.00387
1125,0.863398,0.015009,0.004536,0.003551
1126,0.843728,0.019823,0.011319,0.010085
1127,0.854215,0.015481,0.004716,0.00362
1128,0.849928,0.014246,0.004661,0.003565
1129,0.83682,0.011056,0.001346,0.000361
1130,0.849415,0.011097,0.001359,0.000388
1131,0.842937,0.016882,0.008157,0.006755
1132,0.847251,0.020433,0.0115,0.01014
1133,0.863356,0.015841,0.004911,0.003718
1134,0.855921,0.02114,0.011416,0.010265
1135,0.841328,0.017062,0.007907,0.006839
1136,0.870167,0.020183,0.004841,0.00344
1137,0.864161,0.019712,0.007824,0.006755
1138,0.848514,0.013747,0.004689,0.00362
1139,0.856185,0.019628,0.008309,0.00688
1140,0.860873,0.016979,0.004675,0.003454
1141,0.87677,0.020045,0.004564,0.003426
1142,0.86774,0.019739,0.005035,0.00351
1143,0.896579,0.032668,0.018546,0.016799
1144,0.849776,0.013677,0.001318,0.000277
1145,0.856906,0.019698,0.008212,0.006686
1146,0.870417,0.017659,0.004578,0.003565
1147,0.877242,0.020905,0.007824,0.006645
1148,0.849401,0.023124,0.011541,0.01014
1149,0.84395,0.011763,0.00147,0.00043
1150,0.865479,0.024858,0.014815,0.013275
1151,0.901115,0.022292,0.004508,0.00351
1152,0.865423,0.023332,0.008157,0.006866
1153,0.863287,0.019032,0.005368,0.003648
1154,0.878684,0.018713,0.004758,0.003634
1155,0.860582,0.018685,0.004883,0.003607
1156,0.842951,0.015508,0.004966,0.003579
1157,0.840093,0.014676,0.004924,0.003579
1158,0.874329,0.026204,0.012304,0.010404
1159,0.888824,0.01777,0.004453,0.003357
1160,0.868683,0.021848,0.011375,0.00989
1161,0.85495,0.018019,0.008129,0.006825
1162,0.843561,0.018907,0.008392,0.00688
1163,0.859472,0.0177,0.004716,0.003399
1164,0.877325,0.020863,0.004633,0.003301
1165,0.883886,0.029907,0.01444,0.013095
1166,0.865909,0.031461,0.018935,0.016799
1167,0.865714,0.027771,0.01487,0.013164
1168,0.871665,0.023304,0.0115,0.010154
1169,0.866172,0.019309,0.00799,0.006686
1170,0.843547,0.015065,0.005271,0.003829
1171,0.866671,0.025413,0.015023,0.013386
1172,0.858459,0.022763,0.011569,0.01014
1173,0.854881,0.021681,0.011652,0.010071
1174,0.844366,0.01813,0.008392,0.006811
1175,0.845656,0.017839,0.008059,0.006755
1176,0.849887,0.014426,0.004827,0.003537
1177,0.878476,0.033944,0.021778,0.019836
1178,0.900893,0.037523,0.025274,0.02311
1179,0.869099,0.026009,0.01537,0.013442
1180,0.861969,0.02705,0.018408,0.01666
1181,0.885107,0.021959,0.007824,0.006575
1182,0.903417,0.033139,0.018061,0.016244
1183,0.872733,0.023429,0.011527,0.010112
1184,0.868156,0.021737,0.01168,0.00989
1185,0.88587,0.024372,0.011486,0.009863
1186,0.876923,0.031308,0.021695,0.019739
1187,0.892154,0.027979,0.014884,0.013053
1188,0.87573,0.020613,0.011292,0.009821
1189,0.8925,0.023332,0.00799,0.006783
1190,0.875896,0.023041,0.008531,0.006783
1191,0.880862,0.020461,0.008198,0.006728
1192,0.858862,0.022694,0.012276,0.010223
1193,0.868572,0.022028,0.011624,0.009988
1194,0.893832,0.02096,0.008059,0.006742
1195,0.894456,0.021348,0.007935,0.006672
1196,0.885856,0.023707,0.011597,0.010057
1197,0.859306,0.027466,0.016701,0.013969
1198,0.854187,0.023207,0.015106,0.013483
1199,0.867601,0.020142,0.011569,0.010029
1200,0.902322,0.025912,0.014759,0.013081
1201,0.874911,0.024359,0.015259,0.013234
1202,0.886688,0.023346,0.011735,0.010085
1203,0.883734,0.024886,0.011708,0.010015
1204,0.868281,0.019587,0.011402,0.009974
1205,0.876881,0.029172,0.018852,0.016688
1206,0.865062,0.016632,0.00799,0.006783
1207,0.900782,0.022736,0.005049,0.003648
1208,0.867115,0.023179,0.015398,0.013469
1209,0.900463,0.035941,0.021002,0.016868
1210,0.866769,0.019712,0.011597,0.009946
1211,0.85538,0.015176,0.008365,0.006853
1212,0.87093,0.017007,0.008226,0.006825
1213,0.882402,0.02268,0.014648,0.01315
1214,0.868142,0.02182,0.014329,0.012914
1215,0.841314,0.013164,0.007699,0.006728
1216,0.840274,0.006936,0.000929,0.000208
1217,0.851759,0.007435,0.001276,0.000194
1218,0.860956,0.008212,0.001096,0.000236
1219,0.869085,0.028201,0.021459,0.019601
1220,0.879877,0.018269,0.008212,0.006922
1221,0.897203,0.022167,0.011222,0.009946
1222,0.872442,0.019878,0.011638,0.010293
1223,0.864882,0.01752,0.011416,0.00996
1224,0.855408,0.014038,0.007935,0.006658
1225,0.872068,0.01444,0.004994,0.003704
1226,0.893735,0.025607,0.014468,0.013012
1227,0.901531,0.023554,0.0115,0.009849
1228,0.849998,0.008281,0.001137,0.000264
1229,0.887881,0.022708,0.014621,0.01315
1230,0.899852,0.017825,0.004314,0.003454
1231,0.877422,0.018532,0.00799,0.00695
1232,0.85839,0.017256,0.011167,0.009877
1233,0.882249,0.02286,0.014648,0.013247
1234,0.87401,0.018491,0.011042,0.009918
1235,0.867948,0.017395,0.011375,0.009918
1236,0.876493,0.013455,0.004397,0.003496
1237,0.856698,0.019115,0.009669,0.007352
1238,0.879225,0.011375,0.00129,0.000513
1239,0.872484,0.015619,0.008087,0.006755
1240,0.873829,0.01702,0.007935,0.006783
1241,0.852411,0.010459,0.005049,0.003773
1242,0.876992,0.017894,0.011583,0.010223
1243,0.8906,0.016632,0.007532,0.006575
1244,0.884996,0.023443,0.014773,0.013164
1245,0.868392,0.011014,0.004245,0.003343
1246,0.846891,0.008975,0.004841,0.003662
1247,0.871748,0.014995,0.008628,0.006936
1248,0.885218,0.011333,0.00086,0.000305
1249,0.906539,0.0311,0.018089,0.016313
