overflow 1ms,,
,over 400us,over 1ms
129,0.025663,0.008309
130,0.027813,0.013296
131,0.01469,0.004758
132,0.021251,0.00568
133,0.034894,0.011527
134,0.015772,0.004723
135,0.012443,0.004217
136,0.020995,0.006117
137,0.038854,0.012422
138,0.012866,0.003863
139,0.018539,0.005313
140,0.016389,0.004598
141,0.046553,0.017131
142,0.01607,0.004321
143,0.016077,0.005146
144,0.049355,0.020641
145,0.025309,0.008281
146,0.01863,0.005001
147,0.016098,0.003967
148,0.015814,0.004155
149,0.018304,0.005271
150,0.020703,0.007394
151,0.016375,0.004619
152,0.019732,0.005438
153,0.020273,0.004807
154,0.022049,0.006277
155,0.011285,0.00283
156,0.02327,0.005757
157,0.022645,0.004952
158,0.019157,0.00618
159,0.01786,0.00437
160,0.023873,0.005854
161,0.020509,0.004314
162,0.02182,0.004869
163,0.021834,0.004598
164,0.026994,0.006194
165,0.018602,0.003801
166,0.027084,0.005986
167,0.028076,0.004911
168,0.022111,0.004259
169,0.023748,0.00396
170,0.022569,0.00351
171,0.026613,0.006097
172,0.021702,0.004168
173,0.024872,0.004245
174,0.026807,0.004931
175,0.029013,0.006228
176,0.034492,0.007407
177,0.03307,0.003801
178,1.328735,0.59254
179,3.368676,2.111185
180,0.014836,0.003593
181,0.013102,0.003551
182,0.026405,0.007955
183,0.017825,0.005348
184,0.016549,0.004598
185,0.01693,0.004314
186,0.021154,0.005604
187,0.020738,0.006048
188,0.019594,0.004813
189,0.016223,0.004363
190,0.019774,0.005153
191,0.020627,0.006242
192,0.017312,0.005042
193,0.011701,0.003551
194,0.019067,0.005979
195,0.021702,0.006783
196,0.014891,0.004494
197,0.016563,0.005472
198,0.018123,0.005278
199,0.023457,0.007595
200,0.011555,0.003683
201,0.021092,0.007407
202,0.02028,0.005424
203,0.011756,0.003496
204,0.015606,0.004973
205,0.018207,0.005965
206,0.020114,0.00566
207,0.011624,0.003468
208,0.020551,0.00652
209,0.016757,0.005091
210,0.017652,0.004744
211,0.015002,0.00439
212,0.017978,0.005778
213,0.01752,0.004848
214,0.01442,0.00437
215,0.017534,0.004917
216,0.016757,0.005778
217,0.01691,0.005604
218,0.017048,0.004917
219,0.014205,0.004494
220,0.024802,0.008462
221,0.017305,0.005077
222,0.017478,0.005202
223,0.011583,0.003614
224,0.025586,0.007713
225,0.017381,0.005112
226,0.014517,0.004272
227,0.011708,0.003787
228,0.021501,0.006582
229,0.017367,0.005715
230,0.014635,0.00437
231,0.014531,0.004349
232,0.02114,0.006728
233,0.017291,0.00568
234,0.017471,0.005035
235,0.018019,0.0043
236,0.013414,0.004245
237,0.01863,0.006187
238,0.02019,0.005583
239,0.020211,0.006929
240,0.011832,0.003496
241,0.014531,0.004626
242,0.01736,0.004938
243,0.016202,0.004834
244,0.014496,0.004231
245,0.014933,0.00455
246,0.014246,0.004432
247,0.019295,0.005479
248,0.01442,0.004252
249,0.011583,0.003607
250,0.022375,0.006728
251,0.015009,0.004592
252,0.01915,0.006825
253,0.01177,0.003676
254,0.023596,0.006866
255,0.017069,0.005105
256,0.011409,0.003648
257,0.014211,0.004467
258,0.024372,0.00747
259,0.012249,0.003738
260,0.015078,0.003711
261,0.017991,0.004224
262,0.018116,0.006201
263,0.011694,0.003419
264,0.014024,0.004508
265,0.02028,0.005216
266,0.016826,0.006429
267,0.014274,0.004252
268,0.01451,0.00394
269,0.017561,0.004626
270,4.351931,2.70675
271,0.053635,0.027625
272,0.011333,0.003614
273,0.015321,0.004474
274,0.015182,0.004883
275,0.017846,0.004654
276,0.011597,0.003371
277,0.017693,0.004869
278,0.011513,0.003558
279,0.017985,0.005569
280,0.0146,0.004148
281,0.014614,0.004467
282,0.017499,0.004342
283,0.014309,0.004196
284,0.018456,0.005632
285,0.017714,0.00609
286,0.039173,0.010716
287,0.020239,0.006325
288,0.017326,0.005292
289,0.022118,0.00652
290,0.016424,0.004917
291,0.023499,0.007019
292,0.016438,0.005382
293,0.021106,0.006145
294,0.020426,0.006104
295,0.017596,0.005181
296,0.023478,0.007137
297,0.017076,0.004765
298,0.020003,0.006201
299,0.013781,0.004564
300,0.022111,0.007338
301,0.016618,0.005216
302,0.019164,0.006104
303,0.021827,0.007713
304,0.023998,0.007172
305,0.016597,0.004945
306,0.016382,0.005105
307,0.044188,0.010688
308,0.043765,0.018741
309,0.016264,0.004612
310,0.015613,0.005008
311,0.016812,0.005264
312,0.022749,0.007088
313,0.019587,0.005334
314,0.016549,0.005133
315,0.018997,0.005535
316,0.031024,0.008261
317,0.034762,0.00944
318,0.017707,0.005618
319,0.017846,0.005528
320,0.018311,0.005507
321,0.019399,0.005778
322,0.019032,0.005458
323,0.01358,0.004335
324,0.019178,0.005972
325,0.022562,0.006866
326,0.015855,0.00523
327,0.019975,0.005861
328,0.01641,0.004578
329,0.020114,0.00568
330,0.01399,0.004439
331,0.020336,0.006589
332,0.020322,0.005361
333,0.01933,0.006235
334,0.046394,0.010466
335,0.019122,0.005826
336,0.021418,0.006214
337,0.017,0.00437
338,0.016923,0.005722
339,0.022944,0.007553
340,0.018997,0.005826
341,0.017055,0.005625
342,0.054134,0.01331
343,0.053475,0.013851
344,0.019483,0.005889
345,0.017215,0.004959
346,0.019961,0.00636
347,0.021543,0.006464
348,0.015571,0.005216
349,0.018956,0.006388
350,0.01795,0.005937
351,0.019504,0.00566
352,0.016639,0.005209
353,0.016223,0.005133
354,0.022202,0.008698
355,0.024671,0.009114
356,0.029595,0.007851
357,0.016237,0.004529
358,0.056777,0.012866
359,0.070787,0.016008
360,4.332047,2.699939
361,0.116688,0.051915
362,0.01985,0.00575
363,0.018158,0.005549
364,0.023048,0.006034
365,0.061999,0.012887
366,0.02234,0.006423
367,0.018109,0.005604
368,0.022056,0.006104
369,0.016868,0.005521
370,0.016681,0.005174
371,0.020752,0.007581
372,0.022257,0.00688
373,0.020273,0.005937
374,0.013247,0.004245
375,0.026321,0.007629
376,0.012901,0.003614
377,0.01967,0.005889
378,0.016167,0.004723
379,0.020807,0.006409
380,0.022035,0.00559
381,0.017693,0.005604
382,0.020017,0.005701
383,0.01786,0.005535
384,0.021626,0.006679
385,0.020155,0.006395
386,0.017229,0.005993
387,0.016251,0.005299
388,0.022368,0.006381
389,0.021432,0.006561
390,0.016805,0.006631
391,0.019004,0.005784
392,0.02388,0.00815
393,0.016882,0.005431
394,0.013483,0.004356
395,0.021903,0.006853
396,0.024997,0.008295
397,0.013095,0.004293
398,0.022833,0.006034
399,0.016889,0.005916
400,0.019843,0.00654
401,0.013227,0.004487
402,0.02191,0.006631
403,0.016618,0.004696
404,0.016479,0.005015
405,0.029276,0.010119
406,0.017582,0.005708
407,0.017312,0.005445
408,0.018297,0.00566
409,0.022063,0.007068
410,0.019344,0.005861
411,0.01358,0.004494
412,0.02284,0.00686
413,0.028492,0.010286
414,0.017437,0.005563
415,0.01564,0.005223
416,0.019302,0.00602
417,0.021078,0.00636
418,0.014322,0.004189
419,0.02311,0.007269
420,0.013164,0.004411
421,0.01863,0.005715
422,0.019788,0.005882
423,0.019108,0.005889
424,0.016133,0.004813
425,0.017027,0.005431
426,0.021945,0.006561
427,0.021709,0.00602
428,0.013837,0.004474
429,0.019275,0.006013
430,0.021674,0.006964
431,0.022125,0.00688
432,0.016833,0.005216
433,0.019275,0.005819
434,0.021397,0.007206
435,0.01856,0.006658
436,0.018879,0.005542
437,0.024164,0.008559
438,0.037564,0.01392
439,0.04629,0.01915
440,0.041275,0.017062
441,0.017291,0.00464
442,0.01734,0.005722
443,0.020579,0.00652
444,0.025066,0.008489
445,0.01659,0.005368
446,0.022486,0.009918
447,0.025038,0.006936
448,0.019781,0.006603
449,0.013442,0.004245
450,0.020308,0.005791
451,4.368841,2.704842
452,0.090845,0.038632
453,0.074962,0.037648
454,0.035026,0.011916
455,0.040568,0.015356
456,0.041629,0.014468
457,0.035477,0.010223
458,0.022056,0.00756
459,0.031738,0.010293
460,0.044334,0.012124
461,0.092101,0.023173
462,0.046838,0.009162
463,0.03719,0.007844
464,0.017104,0.005257
465,0.017652,0.005757
466,0.019399,0.004689
467,0.016916,0.005008
468,0.020169,0.006332
469,0.015293,0.004439
470,0.018082,0.005507
471,0.015841,0.004786
472,0.019053,0.005743
473,0.021397,0.005958
474,0.012942,0.003953
475,0.029741,0.007754
476,0.10702,0.031523
477,0.14371,0.045464
478,0.107727,0.030538
479,0.182981,0.053371
480,0.099952,0.019545
481,0.048197,0.010244
482,0.135824,0.02413
483,0.137135,0.024997
484,0.044812,0.015529
485,0.048807,0.017804
486,0.031024,0.010161
487,0.031128,0.009481
488,0.015834,0.005098
489,0.01994,0.005812
490,0.01623,0.00507
491,0.019032,0.005334
492,0.018713,0.005521
493,0.018026,0.005368
494,0.019337,0.004363
495,0.013379,0.00421
496,0.019101,0.006013
497,0.019497,0.006263
498,0.019829,0.005729
499,0.046186,0.013892
500,0.041171,0.013358
501,0.187426,0.022361
502,0.089312,0.022035
503,0.078326,0.019635
504,0.075399,0.020045
505,0.028541,0.00756
506,0.086025,0.021778
507,0.041719,0.012741
508,0.078957,0.020142
509,0.049667,0.014974
510,0.042801,0.014586
511,0.018338,0.006201
512,0.021841,0.006846
513,0.01657,0.004883
514,0.015169,0.00498
515,0.018609,0.005791
516,0.018997,0.005646
517,0.016188,0.004661
518,0.01641,0.004938
519,0.026523,0.007213
520,0.016542,0.004522
521,0.014045,0.003877
522,0.015758,0.005035
523,0.027861,0.007837
524,0.017159,0.005278
525,0.016084,0.004689
526,0.024976,0.007255
527,0.041213,0.01641
528,0.040394,0.016944
529,0.022465,0.007213
530,0.019247,0.005923
531,0.023221,0.007213
532,0.10953,0.032793
533,0.092253,0.029186
534,0.161577,0.052421
535,0.122639,0.052143
536,0.10437,0.049341
537,0.102823,0.041324
538,0.029609,0.009884
539,0.020509,0.006166
540,0.020211,0.005694
541,0.019649,0.005639
542,4.376526,2.690201
543,0.057005,0.027362
544,0.043134,0.020898
545,0.034249,0.015515
546,0.046241,0.010875
547,0.090304,0.019663
548,0.094383,0.021314
549,0.093918,0.023533
550,0.092489,0.024074
551,0.12653,0.026127
552,0.158532,0.052414
553,0.136552,0.042787
554,0.130428,0.031468
555,0.14113,0.053496
556,0.066341,0.020384
557,0.036531,0.010459
558,0.023596,0.006277
559,0.013386,0.003829
560,0.024997,0.008288
561,0.020558,0.00688
562,0.015689,0.004515
563,0.016757,0.004481
564,0.019746,0.005417
565,0.034679,0.012838
566,0.012998,0.003683
567,0.019358,0.005452
568,0.015869,0.0048
569,0.028048,0.010515
570,0.013345,0.003579
571,0.021487,0.006256
572,0.016459,0.004425
573,0.036656,0.014184
574,0.023686,0.005576
575,0.014586,0.004661
576,0.031059,0.008822
577,0.025142,0.007172
578,0.03006,0.00729
579,0.017083,0.004702
580,0.032106,0.010092
581,0.0316,0.010633
582,0.019379,0.005174
583,0.025038,0.005514
584,0.032876,0.009197
585,0.029345,0.006471
586,0.027771,0.008212
587,0.012373,0.003558
588,0.024102,0.007227
589,0.018345,0.005153
590,0.020308,0.006658
591,0.012429,0.003558
592,0.022181,0.00695
593,0.018574,0.00507
594,0.017263,0.004952
595,0.015668,0.004307
596,0.045346,0.011923
597,0.034499,0.009356
598,0.028305,0.011146
599,0.020273,0.005535
600,0.039333,0.012672
601,0.014322,0.003829
602,0.038008,0.009939
603,0.027459,0.006908
604,0.017693,0.004737
605,0.036337,0.009821
606,0.026932,0.008052
607,0.036961,0.012602
608,0.016923,0.004938
609,0.015918,0.004848
610,0.024893,0.007844
611,0.044056,0.01555
612,0.016278,0.004633
613,0.016264,0.00421
614,0.016063,0.00473
615,0.041199,0.015779
616,0.015252,0.00446
617,0.018761,0.00489
618,0.018976,0.005257
619,0.033028,0.011423
620,0.016695,0.004259
621,0.017402,0.004807
622,0.024608,0.00731
623,0.028194,0.009169
624,0.024352,0.007622
625,0.01358,0.003919
626,0.037648,0.009315
627,0.034249,0.008552
628,0.017783,0.004696
629,0.018643,0.004376
630,0.024053,0.00765
631,0.019351,0.005237
632,0.026994,0.009779
633,4.426325,2.689979
634,0.021133,0.00901
635,0.078673,0.038619
636,0.042676,0.019434
637,0.016889,0.005243
638,0.016105,0.005639
639,0.016466,0.005556
640,0.026897,0.009974
641,0.024587,0.008753
642,0.01684,0.004855
643,0.016001,0.004862
644,0.028021,0.008933
645,0.025822,0.008559
646,0.019725,0.005327
647,0.014676,0.004633
648,0.029436,0.010619
649,0.023367,0.006152
650,0.015529,0.004328
651,0.013781,0.004231
652,0.051332,0.014364
653,0.021751,0.005063
654,0.019004,0.004779
655,0.017159,0.0043
656,0.048259,0.013227
657,0.015793,0.004363
658,0.013962,0.004078
659,0.023422,0.00541
660,0.026474,0.009793
661,0.016063,0.006561
662,0.015564,0.004508
663,0.021265,0.005507
664,0.020898,0.007317
665,0.013435,0.004085
666,0.018935,0.00489
667,0.031225,0.007713
668,0.017971,0.004432
669,0.039479,0.009377
670,0.026897,0.006395
671,0.030039,0.007747
672,0.018574,0.004952
673,0.028305,0.007505
674,0.017069,0.004668
675,0.032446,0.009974
676,0.01487,0.004113
677,0.021272,0.006866
678,0.016597,0.004952
679,0.033521,0.008926
680,0.020093,0.005507
681,0.037634,0.009585
682,0.017957,0.004772
683,0.033708,0.012311
684,0.014746,0.004508
685,0.019143,0.005646
686,0.031336,0.013969
687,0.016036,0.005278
688,0.014863,0.004709
689,0.018512,0.005798
690,0.014752,0.005431
691,0.01494,0.004855
692,0.021383,0.005368
693,0.013296,0.004481
694,0.019469,0.007796
695,0.022271,0.005812
696,0.015293,0.004751
697,0.027022,0.005958
698,0.031308,0.01048
699,0.026023,0.007158
700,0.013594,0.004106
701,0.015557,0.005001
702,0.044216,0.011097
703,0.027709,0.009433
704,0.014503,0.004217
705,0.020523,0.004682
706,0.020807,0.006013
707,0.025656,0.008642
708,0.012651,0.003634
709,0.036025,0.012145
710,0.016022,0.004765
711,0.024331,0.00962
712,0.01951,0.004938
713,0.024352,0.007095
714,0.017527,0.003565
715,0.022756,0.005986
716,0.022326,0.005167
717,0.021168,0.004654
718,0.019337,0.003738
719,0.032744,0.008046
720,0.025746,0.004057
721,0.032203,0.009696
722,0.031641,0.005784
723,4.563668,2.670919
724,0.05797,0.018921
725,0.175275,0.030337
726,0.169983,0.030525
727,0.030053,0.011465
728,0.045818,0.018921
729,0.019275,0.004307
730,0.821478,0.027646
731,0.37658,0.021709
732,0.589364,0.028132
733,0.157485,0.014815
734,0.516815,0.02585
735,0.017686,0.005646
736,0.52296,0.034298
737,0.011659,0.003704
738,0.021404,0.007387
739,0.014551,0.00446
740,0.017881,0.004598
741,0.046068,0.016819
742,0.019268,0.006818
743,0.018963,0.007824
744,0.057706,0.025135
745,0.024872,0.007588
746,0.017312,0.005264
747,0.033888,0.014468
748,0.037703,0.009211
749,0.01659,0.004383
750,0.023013,0.00704
751,0.018428,0.004952
752,0.027944,0.006631
753,0.02078,0.006672
754,0.012152,0.003468
755,0.014787,0.004092
756,0.011853,0.003357
757,0.021341,0.006679
758,0.019337,0.005868
759,0.015425,0.003926
760,0.019642,0.006041
761,0.012179,0.003718
762,1.008564,0.624681
763,0.015127,0.004376
764,0.022285,0.007595
765,0.012817,0.003676
766,0.019379,0.005805
767,0.020502,0.006214
768,0.017666,0.004363
769,0.024407,0.006048
770,0.018304,0.004016
771,0.018886,0.004314
772,0.027591,0.007692
773,0.021397,0.003794
774,0.022694,0.004141
775,0.023949,0.005653
776,0.018089,0.003725
777,0.025406,0.005424
778,0.345508,0.016154
779,0.034395,0.007359
780,0.93347,0.425998
781,0.074199,0.025337
782,0.022777,0.007484
783,0.019705,0.004848
784,0.488635,0.022202
785,0.759284,0.03264
786,0.801496,0.030802
787,0.384133,0.026245
788,0.022326,0.007602
789,0.506807,0.028159
790,0.017395,0.005022
791,0.473272,0.03162
792,0.024372,0.007456
793,0.017485,0.005105
794,0.014732,0.004279
795,0.016459,0.005042
796,0.017506,0.005292
797,0.03162,0.013906
798,0.019178,0.006187
799,0.046602,0.021099
800,0.021841,0.005465
801,0.037446,0.014961
802,0.040013,0.012928
803,0.022847,0.005202
804,0.017853,0.004807
805,0.014926,0.004016
806,0.019725,0.005133
807,0.045187,0.011985
808,0.01623,0.00525
809,0.017478,0.005098
810,0.0146,0.004286
811,0.023013,0.006908
812,0.022271,0.006769
813,0.013677,0.004841
814,0.020801,0.006409
815,0.014683,0.004571
816,0.017943,0.005133
817,0.02594,0.010764
818,0.018186,0.004571
819,0.015182,0.004342
820,0.020676,0.006291
821,0.021529,0.006443
822,0.016778,0.004155
823,0.02748,0.006894
824,0.01992,0.004515
825,0.018019,0.004141
826,0.027833,0.007824
827,0.020717,0.004911
828,0.025364,0.004078
829,0.036677,0.009412
830,0.020481,0.004321
831,0.02173,0.004418
832,0.038071,0.008032
833,0.026176,0.004418
834,0.029734,0.005146
835,3.598515,2.247273
836,0.030767,0.009419
837,0.015293,0.004182
838,0.0213,0.00541
839,1.232258,0.046664
840,0.794088,0.030316
841,0.537796,0.023818
842,0.616518,0.0275
843,0.016396,0.00541
844,0.532289,0.023922
845,0.140117,0.015661
846,0.021862,0.007234
847,0.018137,0.004238
848,0.013407,0.003627
849,0.015092,0.004196
850,0.01829,0.005174
851,0.048294,0.019413
852,0.019621,0.005854
853,0.028721,0.010563
854,0.044361,0.019226
855,0.050791,0.019899
856,0.036281,0.012484
857,0.021709,0.005382
858,0.023561,0.005354
859,0.020426,0.00654
860,0.013601,0.004217
861,0.042295,0.011375
862,0.042211,0.01125
863,0.017437,0.004883
864,0.01752,0.004987
865,0.01865,0.006097
866,0.019011,0.005965
867,0.011694,0.003593
868,0.021667,0.006769
869,0.022118,0.007837
870,0.020648,0.005979
871,0.0249,0.008441
872,0.04432,0.022375
873,0.015439,0.004037
874,0.021681,0.006256
875,0.024053,0.006887
876,0.016001,0.004439
877,0.02286,0.006242
878,0.018942,0.004196
879,0.019982,0.00473
880,0.029123,0.008344
881,0.022638,0.004696
882,0.020336,0.004557
883,0.028562,0.006062
884,0.022479,0.003863
885,0.490764,0.026682
886,0.035858,0.008968
887,0.028589,0.006277
888,0.033632,0.005708
889,0.027646,0.005188
890,0.037231,0.015862
891,0.015522,0.004314
892,0.020898,0.005625
893,0.019067,0.00489
894,0.622614,0.028735
895,0.340139,0.015245
896,0.553304,0.02895
897,0.558728,0.027965
898,0.015834,0.004155
899,0.445598,0.02535
900,0.457112,0.036905
901,0.017728,0.004418
902,0.011583,0.0036
903,0.017797,0.004557
904,0.023186,0.007054
905,0.025468,0.006866
906,0.016618,0.005736
907,0.016847,0.007081
908,4.870203,2.629942
909,0.030961,0.010445
910,0.03126,0.008711
911,0.01779,0.004966
912,0.020308,0.005216
913,0.04192,0.011097
914,0.015016,0.004994
915,0.021938,0.006464
916,0.03934,0.012838
917,0.018713,0.004987
918,0.014773,0.00412
919,0.025149,0.00851
920,0.020468,0.00652
921,0.01451,0.00439
922,0.023533,0.006464
923,0.018213,0.004522
924,0.018165,0.005569
925,0.015134,0.004231
926,0.015023,0.004529
927,0.039555,0.01976
928,0.019462,0.005798
929,0.023727,0.00611
930,0.015481,0.004328
931,0.02286,0.006506
932,0.019455,0.005687
933,0.019545,0.00394
934,0.033833,0.008462
935,0.01734,0.004293
936,0.019399,0.004168
937,0.020807,0.004252
938,0.022826,0.004203
939,0.025926,0.005625
940,0.567537,0.019531
941,0.022313,0.004397
942,0.027618,0.004529
943,0.035574,0.006395
944,0.031912,0.006568
945,0.050132,0.024379
946,0.019781,0.005729
947,0.020031,0.005015
948,0.050243,0.014669
949,0.767351,0.031412
950,0.017679,0.00464
951,0.51961,0.029006
952,0.544593,0.025427
953,0.231608,0.017568
954,0.011756,0.003551
955,0.444024,0.034596
956,0.014468,0.004196
957,0.0146,0.004224
958,0.024206,0.007761
959,0.016271,0.005375
960,0.022666,0.006201
961,0.032092,0.012207
962,0.018116,0.004931
963,0.032702,0.01451
964,0.033958,0.013996
965,0.020703,0.00627
966,0.014662,0.004598
967,0.043279,0.009766
968,0.048308,0.011708
969,0.01168,0.003593
970,0.037974,0.012942
971,0.021355,0.005299
972,0.016965,0.005368
973,0.025219,0.008836
974,0.017659,0.004696
975,0.017492,0.004841
976,0.011604,0.003704
977,0.014898,0.003856
978,0.018408,0.005708
979,0.018005,0.004938
980,0.023603,0.006929
981,4.069089,1.977712
982,0.033875,0.01623
983,0.019233,0.006152
984,0.015918,0.003731
985,0.015855,0.004307
986,0.019178,0.005035
987,0.018401,0.004702
988,0.029644,0.006846
989,0.020225,0.003912
990,0.019136,0.004356
991,0.01976,0.00412
992,0.030261,0.006686
993,0.029387,0.006679
994,0.025545,0.004716
995,0.028555,0.006402
996,0.023769,0.004141
997,0.280047,0.011368
998,0.110113,0.03221
999,0.023804,0.004224
1000,0.045617,0.019843
1001,0.053385,0.022222
1002,0.04794,0.023013
1003,0.03479,0.017249
1004,0.09896,0.050312
1005,0.022583,0.007865
1006,0.031107,0.011146
1007,0.018734,0.006006
1008,0.037564,0.015918
1009,0.021605,0.006416
1010,0.072334,0.025642
1011,0.216321,0.072687
1012,0.178958,0.055708
1013,0.022271,0.006769
1014,0.026099,0.006651
1015,0.030913,0.010112
1016,0.038723,0.016729
1017,0.014593,0.004141
1018,0.02155,0.007428
1019,0.023589,0.007338
1020,0.016556,0.005722
1021,0.214608,0.011985
1022,0.01829,0.005798
1023,0.035608,0.016348
1024,0.029782,0.011493
1025,0.021425,0.007005
1026,0.018685,0.006305
1027,0.142878,0.074754
1028,0.02173,0.007206
1029,0.017111,0.004994
1030,0.011694,0.003648
1031,0.01942,0.006159
1032,0.021133,0.007151
1033,0.050229,0.006721
1034,0.01417,0.003891
1035,0.024504,0.006998
1036,0.015786,0.005167
1037,0.018033,0.004432
1038,0.012242,0.003579
1039,0.022944,0.007095
1040,0.016778,0.005334
1041,0.017229,0.00507
1042,0.017541,0.004862
1043,0.017291,0.005354
1044,0.018373,0.005993
1045,0.017707,0.004716
1046,0.019136,0.006097
1047,0.014898,0.003745
1048,0.016396,0.005479
1049,0.020329,0.005576
1050,0.017152,0.00541
1051,0.01478,0.004716
1052,0.018692,0.005979
1053,0.017277,0.005008
1054,0.01967,0.005986
1055,0.014739,0.004314
1056,0.018976,0.005986
1057,0.022243,0.006159
1058,0.014947,0.003912
1059,0.011742,0.003593
1060,0.014461,0.00446
1061,0.02499,0.008157
1062,0.014642,0.004529
1063,0.014607,0.004252
1064,0.0146,0.004252
1065,0.028673,0.008781
1066,0.011839,0.003738
1067,0.018338,0.004363
1068,0.019635,0.006554
1069,0.026058,0.008094
1070,0.0146,0.004189
1071,0.019954,0.006769
1072,0.015321,0.004709
1073,0.022208,0.006568
1074,0.019531,0.006416
1075,0.014683,0.004404
1076,0.016556,0.005549
1077,0.023131,0.006596
1078,0.017881,0.004578
1079,0.011957,0.00362
1080,0.018186,0.005486
1081,0.024574,0.007511
1082,0.015585,0.004286
1083,0.012512,0.003627
1084,0.025697,0.006534
1085,0.01899,0.004765
1086,0.167125,0.074442
1087,4.183655,2.614968
1088,0.025232,0.010112
1089,0.032321,0.013511
1090,0.026599,0.012228
1091,0.049328,0.023166
1092,0.029019,0.013747
1093,0.017451,0.005653
1094,0.020759,0.005119
1095,0.019226,0.005826
1096,0.011617,0.003627
1097,0.013129,0.004869
1098,0.029879,0.009509
1099,0.011957,0.00351
1100,0.011375,0.00378
1101,0.021113,0.004633
1102,0.022666,0.007726
1103,0.011396,0.003641
1104,0.015037,0.003877
1105,0.020509,0.005438
1106,0.020814,0.006887
1107,0.011708,0.003544
1108,0.017867,0.005056
1109,0.017985,0.004855
1110,0.020807,0.00686
1111,0.017527,0.004793
1112,0.014621,0.004196
1113,0.011728,0.003371
1114,0.018893,0.005438
1115,0.015862,0.005112
1116,0.018949,0.006797
1117,0.011444,0.003787
1118,0.022202,0.006381
1119,0.015786,0.004141
1120,0.01177,0.003461
1121,0.017582,0.004592
1122,0.016056,0.004536
1123,0.015321,0.004675
1124,0.014489,0.004224
1125,0.014565,0.004161
1126,0.018748,0.004765
1127,0.015966,0.004148
1128,0.014572,0.004238
1129,0.011694,0.00369
1130,0.018969,0.005514
1131,0.015446,0.004592
1132,0.014426,0.004411
1133,0.012762,0.004141
1134,0.020149,0.005778
1135,0.014884,0.004099
1136,0.012152,0.003926
1137,0.018886,0.005188
1138,0.017804,0.004668
1139,0.011673,0.003676
1140,0.015966,0.005105
1141,0.018401,0.005514
1142,0.01752,0.004966
1143,0.011798,0.00351
1144,0.019191,0.005687
1145,0.015391,0.004751
1146,0.014447,0.004425
1147,0.014773,0.004002
1148,0.019219,0.005056
1149,0.012096,0.003593
1150,0.014808,0.00412
